"Assets > Saraswat Co-op. Bank - 152200100051919 ( 101001 ) ",
"Journal No","Other GL No.","Other Account","Subledger","Posted Date","Comments","Instrument No.","Instrument Bank","Account Name","GL Account No.","Debit","Credit",
ME-2025-0000775,301009 301011 301003 301016 304005 301002 304004 304001 301004 206001,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Advance Members Advance Members,A 201,31-08-2025,Ch. recd agst bill 56 dt. 01.07.25,319729,Model Co-op Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3500.00,,
ME-2025-0000776,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 104,31-08-2025,Ch. recd agst bill 71 dt. 01.07.25,000015,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,3058.00,,
ME-2025-0000777,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 001,31-08-2025,Ch. recd agst bill 49 dt. 01.07.25,150180,Saraswat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2987.00,,
ME-2025-0000779,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 203,31-08-2025,Ch. recd agst bill 74 dt. 01.07.25,000174,Bank of Bardoa, Saraswat Co-op. Bank - 152200100051919 ,101001,3002.00,,
ME-2025-0000780,304004 301011 301003 301016 304005 301002 305002 301007 304001 301004,Repair & Maintenance Painting Fund Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Nominal Membership Non Occupancy Charges Sinking Fund Water Charges,B 301,31-08-2025,Ch. recd agst bill 85 dt. 01.07.25,000070,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,3369.00,,
ME-2025-0000781,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 003,31-08-2025,Ch. recd agst bill 51 dt. 01.07.25,000024,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,2851.00,,
ME-2025-0000782,301011 301003 301016 304005 301002 303001 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Property Tax Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 103,31-08-2025,Ch. recd agst bill 81 dt. 01.07.25,522681,Citizen Credit Co-op Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,7921.00,,
ME-2025-0000783,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 202,31-08-2025,Ch. recd agst bill 73 dt. 01.07.25,594745,Citizen Credit Co-op Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2891.00,,
ME-2025-0000784,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 302,31-08-2025,Ch. recd agst bill 60 dt. 01.07.25,975619,Bharat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3083.00,,
ME-2025-0000785,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 401,31-08-2025,Ch. recd agst bill 78 dt. 01.07.25,028812,Bank of India, Saraswat Co-op. Bank - 152200100051919 ,101001,3004.00,,
ME-2025-0000799,301011 304001 301016 304004 304005 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Repair & Maintenance Painting Fund Legal Fund Electricity Charges Water Charges Maintenance Charges,A 402,31-08-2025,UPI recd agst bill 063 dt. 01.07.2025,110597544576,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,2933.00,,
EE-2025-0000057,401001,Salary Expenses,Sweeper,31-08-2025,Being sweeper salary paid for Aug-2025,187377,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3000,
EE-2025-0000059,406008,Repair Maintenance - Others,Renova Constructions,31-08-2025,Being Providing plastic tarpaulim & covering the top portion of overhead water tank of A-wing,187378,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3250,
EE-2025-0000061,406011,Fire Fighting System Repairs & Maintenance,Unassigned,31-08-2025,Being Fees for consultation for Terrace of B403 issue,187376,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2000,
EE-2025-0000089,403001,Electricity Expenses,Tata Power,31-08-2025,Being TATA power electricty bills paid for Aug-2025,2803715863,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2588,
EE-2025-0000091,403001,Electricity Expenses,Tata Power,01-09-2025,Being TATA power electricty bills paid for Aug-2025,2744682164,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3405,
BE-2025-0000002,0,Bank Transfer,,04-09-2025,Being cash  withdrawn,187379,, Saraswat Co-op. Bank - 152200100051919 ,101001,,7000,
EE-2025-0000063,406011,Fire Fighting System Repairs & Maintenance,Unassigned,08-09-2025,Being Snack boxes purchase  38 baox,187380,, Saraswat Co-op. Bank - 152200100051919 ,101001,,5890,
ME-2025-0000809,206001,Advance Members,B 303,09-09-2025,UPI recd as advance,561896554047,NA, Saraswat Co-op. Bank - 152200100051919 ,101001,8000.00,,
ME-2025-0000805,301011 304001 301016 304005 304004 301007 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges Electricity Charges Water Charges Maintenance Charges,A 101,15-09-2025,NEFT recd agst bill 053 dt. 01.07.25,ICIN125897730098,ICICI Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3269.00,,
ME-2025-0000806,301011 304001 301016 301009 304005 304004 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges 2 wheeler Parking Charges Legal Fund Repair & Maintenance Painting Fund Electricity Charges Water Charges Maintenance Charges,A 103,15-09-2025,NEFT recd agst bill 055 dt. 01.07.25,ICIN125897730261,ICICI Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3144.00,,
ME-2025-0000807,206003,Refundable Deposit,A 202,25-09-2025,Chq recd agst LL Deposit,000205,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2000.00,,
ME-2025-0000808,206003,Refundable Deposit,A 301,25-09-2025,Chq recd agst LL Deposit,115345,Saraswat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2000.00,,
EE-2025-0000065,401001,Salary Expenses,Sweeper,30-09-2025,Being sweeper salary paid for Sep-2025,195161,, Saraswat Co-op. Bank - 152200100051919 ,101001,,4000,
EE-2025-0000069,404001,Water Expenses,BMC,30-09-2025,Being BMC water bill paid for period 24.03.25 to 04.07.25,195162,, Saraswat Co-op. Bank - 152200100051919 ,101001,,1447,
EE-2025-0000070,404001,Water Expenses,BMC,30-09-2025,Being BMC water bill paid for period 24.03.25 to 04.07.25,195163,, Saraswat Co-op. Bank - 152200100051919 ,101001,,6733,
EE-2025-0000071,404001,Water Expenses,BMC,30-09-2025,Being BMC water bill paid for period 24.03.25 to 04.07.25,195164,, Saraswat Co-op. Bank - 152200100051919 ,101001,,11193,
EE-2025-0000196,406013,CCTV AMC Expenses,Mahendra Machine Tools,01-10-2025,Being bill paid,195165,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3304,
EE-2025-0000093,403001,Electricity Expenses,Tata Power,02-10-2025,Being TATA power electricty bills paid for Sep-2025,3164415066,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2680,
EE-2025-0000095,403001,Electricity Expenses,Tata Power,03-10-2025,Being electricty bill paid for Sep-2025,3154547176,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3819,
EE-2025-0000013,408011,Bank Charges,Unassigned,05-10-2025,Being SMS charges for Q3 recd,N/A,, Saraswat Co-op. Bank - 152200100051919 ,101001,,11.53,
EE-2025-0000198,401001,Salary Expenses,Sweeper,31-10-2025,Being Oct-25 salary paid,195166,, Saraswat Co-op. Bank - 152200100051919 ,101001,,4000,
ME-2025-0001129,301011 304001 301016 304004 304005 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Repair & Maintenance Painting Fund Legal Fund Electricity Charges Water Charges Maintenance Charges,B 102,01-11-2025,NEFT recd agst bill 109 dt. 01.10.25,HDFCH00583208638,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2272.00,,
EE-2025-0000225,403001,Electricity Expenses,Tata Power,02-11-2025,Being Oct-25 bill paid,3347174272,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2953,
EE-2025-0000227,403001,Electricity Expenses,Tata Power,03-11-2025,Being Oct-25 bill paid,3339117239,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3713,
ME-2025-0001130,301011 304001 301016 304005 304004 301007 301009 301003 301004 301019 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges 2 wheeler Parking Charges Electricity Charges Water Charges 4 wheeler Parking Charges Maintenance Charges,A 303,05-11-2025,UPI recd agst bill 100 dt. 01.10.25,113671827418,State Bank of India, Saraswat Co-op. Bank - 152200100051919 ,101001,5042.00,,
ME-2025-0001131,301011 304001 301016 304005 304004 301007 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges Electricity Charges Water Charges Maintenance Charges,A 403,06-11-2025,NEFT recd agst bill 103 dt. 01.10.25,HDFCH00594423345,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3242.00,,
ME-2025-0001132,301011 304001 301016 304005 304004 301007 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges Electricity Charges Water Charges Maintenance Charges,A 301,07-11-2025,NEFT recd agst bill 098 dt. 01.10.25,HDFCH00596201815,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3269.00,,
ME-2025-0001133,301011 304001 301016 301017 304004 304005 301007 301009 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Fines Repair & Maintenance Painting Fund Legal Fund Non Occupancy Charges 2 wheeler Parking Charges Electricity Charges Water Charges Maintenance Charges,A 202,07-11-2025,NEFT recd agst bill 096 dt. 01.10.25,IN12531107623784,Indian Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3581.00,,
ME-2025-0001135,301012 301011 304001 301016 304005 304004 301007 301003 301004 301002,Late Payment Interest Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges Electricity Charges Water Charges Maintenance Charges,A 101,11-11-2025,IMPS recd agst bill 092 dt. 01.10.25,531529286038,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3293.00,,
ME-2025-0001136,301012 301011 304001 301016 301009 304005 304004 301003 301004 301002,Late Payment Interest Education & Training Fund Sinking Fund Insurance Charges 2 wheeler Parking Charges Legal Fund Repair & Maintenance Painting Fund Electricity Charges Water Charges Maintenance Charges,A 103,11-11-2025,IMPS recd agst bill 094 dt. 01.10.25,531529296753,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3167.00,,
ME-2025-0001134,301011 304001 301016 304005 304004 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Electricity Charges Water Charges Maintenance Charges,B 101,12-11-2025,NEFT recd agst bill 108 dt. 01.10.25,IN12531107623784,Indian Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3004.00,,
ME-2025-0001154,301009 301011 301003 301016 304005 301002 304004 304001 301004 301007,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,A 203,18-11-2025,IMPS recd agst bill 097 dt 01.10.25,532211237174,N/A , Saraswat Co-op. Bank - 152200100051919 ,101001,3542.00,,
ME-2025-0001152,301019 301011 301003 301016 304005 301002 304004 304001 301004 301007,4 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,C 001,19-11-2025,IMPS recd agst bill 121 dt 01.10.25,N/A,Sarswat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,4769.00,,
ME-2025-0001155,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 003,20-11-2025,UPI recd agst bill 106 dt 01.10.25,569086023194,SVC Co-op Bank Ltd, Saraswat Co-op. Bank - 152200100051919 ,101001,2989.00,,
ME-2025-0001156,301011 301003 301016 304005 301002 304004 304001 301004 301007,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,B 004,21-11-2025,UPI recd agst bill 107 dt 01.10.25,532583901292,N/A , Saraswat Co-op. Bank - 152200100051919 ,101001,3127.00,,
ME-2025-0001157,301011 301003 301016 304005 301002 304004 304001 301004 301007,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,B 004,26-11-2025,UPI recd agst bill 107 dt 01.10.25,569611330501,N/A , Saraswat Co-op. Bank - 152200100051919 ,101001,100.00,,
ME-2025-0001158,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 002,26-11-2025,UPI recd agst bill 105 dt 01.10.25,114736865965,Canara Bank , Saraswat Co-op. Bank - 152200100051919 ,101001,2876.00,,
EE-2025-0000148,408002,Accounting Charges,Ivan Rosario,26-11-2025,Being Q3 bill paid,195167,, Saraswat Co-op. Bank - 152200100051919 ,101001,,5608,
BE-2025-0000003,0,Bank Transfer,,26-11-2025,Being cash withdrawn,195169,, Saraswat Co-op. Bank - 152200100051919 ,101001,,5000,
ME-2025-0001159,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 401,28-11-2025,NEFT recd agst bill 101 dt 01.10.25 Raquelina,BARBT25332956390,N/A , Saraswat Co-op. Bank - 152200100051919 ,101001,3021.00,,
ME-2025-0001150,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 401,29-11-2025,NEFT recd agst bill 118 dt. 01.10.25,HDFCH00640514933,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3004.00,,
ME-2025-0001160,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 402,29-11-2025,NEFT recd agst bill 102 dt 01.10.25,BARBV25333167805,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,2933.00,,
ME-2025-0001161,301012 301011 301003 301016 304005 301002 304004 304001 301004 301007,Late Payment Interest Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,B 001,29-11-2025,NEFT recd agst bill 104 dt 01.10.25,INDBH29111613955,Indusind Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3267.00,,
ME-2025-0001137,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 204,30-11-2025,Ch. recd agst bill 86 dt. 01.10.25,000268,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3001.00,,
ME-2025-0001138,301011 301003 301016 304005 301002 304004 304001 301004 301007 206001,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges Advance Members Advance Members,A 102,30-11-2025,Ch. recd agst bill 93 dt. 01.10.25,286989,Model Co-op Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,15000.00,,
ME-2025-0001139,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 003,30-11-2025,Ch. recd agst bill 90 dt. 01.10.25,000025,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,2851.00,,
ME-2025-0001140,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 202,30-11-2025,Ch. recd agst bill 113 dt. 01.10.25,594746,Citizen Credit Co-op Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2891.00,,
ME-2025-0001141,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 103,30-11-2025,Ch. recd agst bill 110 dt. 01.10.25,522682,Citizen Credit Co-op Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3089.00,,
ME-2025-0001142,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 302,30-11-2025,Ch. recd agst bill 99 dt. 01.10.25,975622,Bharat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3083.00,,
ME-2025-0001143,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 201,30-11-2025,Ch. recd agst bill 112 dt. 01.10.25,980728,Indian Overseas Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3004.00,,
ME-2025-0001144,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 001,30-11-2025,Ch. recd agst bill 88 dt. 01.10.25,194612,Saraswat Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2987.00,,
ME-2025-0001147,301009 301011 301003 301016 304005 301002 304004 304001 301004,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 104,30-11-2025,Ch. recd agst bill 111 dt. 01.10.25,000017,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,3058.00,,
ME-2025-0001148,301011 301003 301016 304005 301002 304004 304001 301004 301007,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,B 301,30-11-2025,Ch. recd agst bill 115 dt. 01.10.25,000074,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,3252.00,,
ME-2025-0001149,301011 301003 301016 304005 301002 304004 304001 301004,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 203,30-11-2025,Ch. recd agst bill 114 dt. 01.10.25,000187,Bank of Baroda, Saraswat Co-op. Bank - 152200100051919 ,101001,3002.00,,
EE-2026-0000002,401001,Salary Expenses,Sweeper,30-11-2025,being Nov-25 salary paid,195170,31719, Saraswat Co-op. Bank - 152200100051919 ,101001,,4000,
EE-2025-0000229,403001,Electricity Expenses,Tata Power,30-11-2025,being Nov-25 bill paid,3527854102,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3235,
EE-2025-0000200,406010,Major Repair Expenses,Unassigned,01-12-2025,Being advance paid for painting work done - Deepak sable,195168,, Saraswat Co-op. Bank - 152200100051919 ,101001,,10000,
EE-2025-0000202,406010,Major Repair Expenses,Unassigned,01-12-2025,Being amt paid for painting work done - Deepak sable,195172,, Saraswat Co-op. Bank - 152200100051919 ,101001,,8000,
EE-2025-0000231,403001,Electricity Expenses,Tata Power,01-12-2025,being Nov-25 bill paid,3520129254,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3133,
EE-2025-0000204,406008,Repair Maintenance - Others,Renova Constructions,09-12-2025,Being amt paid for a wing tank plastering,195176,31719, Saraswat Co-op. Bank - 152200100051919 ,101001,,10000,
EE-2025-0000206,406008,Repair Maintenance - Others,Renova Constructions,09-12-2025,Being amt paid for a wing tank plastering,195175,, Saraswat Co-op. Bank - 152200100051919 ,101001,,20000,
ME-2025-0001162,301019 301011 301003 301017 301016 304005 301002 304004 304001 301004,4 wheeler Parking Charges Education & Training Fund Electricity Charges Fines Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 302,13-12-2025,NEFT recd agst bill 116 dt 01.10.25,1213129647051221,N/A , Saraswat Co-op. Bank - 152200100051919 ,101001,3291.00,,
EE-2025-0000208,408009,Legal Fees,Unassigned,13-12-2025,Being amt paid for society mc member advice regarding B-403 - Piyush shah,195178,, Saraswat Co-op. Bank - 152200100051919 ,101001,,5000,
EE-2025-0000223,408009,Legal Fees,Unassigned,16-12-2025,Being amt paid for advice and letter on B-403 terrace issue - Dayanand Shetty,195177,31719, Saraswat Co-op. Bank - 152200100051919 ,101001,,5000,
ME-2025-0001163,301011 301003 301016 304005 301002 304004 304001 301004 206001,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Advance Members Advance Members,B 402,27-12-2025,NEFT recd agst bill 119 dt 01.10.25,HDFCH00697231712,HDFC bank, Saraswat Co-op. Bank - 152200100051919 ,101001,7000.00,,
EE-2025-0000233,403001,Electricity Expenses,Tata Power,30-12-2025,Being Dec-2025 bill paid,3713068632,, Saraswat Co-op. Bank - 152200100051919 ,101001,,2500,
EE-2025-0000210,401001,Salary Expenses,Sweeper,02-01-2026,Being Dec-2025 salary paid,195173,, Saraswat Co-op. Bank - 152200100051919 ,101001,,4000,
EE-2025-0000147,408011,Bank Charges,Unassigned,06-01-2026,sms charges,NA,, Saraswat Co-op. Bank - 152200100051919 ,101001,,10.24,
EE-2025-0000235,403001,Electricity Expenses,Tata Power,06-01-2026,Being Dec-2025 bill paid,3799928805,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3073,
ME-2025-0001164,301012 301011 301003 301016 304005 301002 304004 304007 304001 301004,Late Payment Interest Late Payment Interest Late Payment Interest Late Payment Interest Late Payment Interest Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Redevelopment Fund Sinking Fund Water Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,A 002,14-01-2026,Being cash depsoited agst outstanding,N.A.,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,16000.00,,
ME-2025-0001165,206003,Refundable Deposit,B 003,19-01-2026,Chq recd agst LL Deposit,266488,Model Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,2000.00,,
EE-2025-0000212,404001,Water Expenses,BMC,22-01-2026,Being bill paid,195179,, Saraswat Co-op. Bank - 152200100051919 ,101001,,11247,
EE-2025-0000214,404001,Water Expenses,BMC,22-01-2026,Being bill paid,195180,, Saraswat Co-op. Bank - 152200100051919 ,101001,,6732,
ME-2025-0001543,301009 301011 301003 301016 304005 301002 304004 304001 301004 301007,2 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,A 202,25-01-2026,NEFT recd agst bill no.132 dt.01.01.26,IN12602520156773,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3481.00,,
ME-2025-0001544,301012 301019 301011 301003 301016 304005 301002 304004 304001 301004,Late Payment Interest 4 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges,B 302,29-01-2026,NEFT recd agst bill no.152 dt.01.01.26,0129129717516281,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,3211.00,,
EE-2025-0000217,401001,Salary Expenses,Sweeper,31-01-2026,Being Jan-26 salary paid,213252,, Saraswat Co-op. Bank - 152200100051919 ,101001,,8000,
ME-2025-0001545,301009 301019 301011 301003 301016 304005 301002 304004 304001 301004 301007,2 wheeler Parking Charges 4 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,A 303,01-02-2026,UPI recd agst bill no.136 dt.01.01.26,639888162458,N.A., Saraswat Co-op. Bank - 152200100051919 ,101001,5042.00,,
EE-2025-0000150,408002,Accounting Charges,Ivan Rosario,01-02-2026,Being Q4 bill paid,213251,, Saraswat Co-op. Bank - 152200100051919 ,101001,,5608,
EE-2025-0000237,403001,Electricity Expenses,Tata Power,01-02-2026,Being Jan-26 bill paid,3907668916,, Saraswat Co-op. Bank - 152200100051919 ,101001,,3860,
ME-2025-0001490,301011 304001 301016 304005 304004 301007 301003 301004 301002,Education & Training Fund Sinking Fund Insurance Charges Legal Fund Repair & Maintenance Painting Fund Non Occupancy Charges Electricity Charges Water Charges Maintenance Charges,A 403,02-02-2026,NEFT recd agst bill 139 dt. 01.01.26,HDFCH00774875442,HDFC Bank, Saraswat Co-op. Bank - 152200100051919 ,101001,3242.00,,
EE-2025-0000239,403001,Electricity Expenses,Tata Power,02-02-2026,Being Jan-26 bill paid,3900953392,, Saraswat Co-op. Bank - 152200100051919 ,101001,,4068,
ME-2025-0001546,301019 301011 301003 301016 304005 301002 304004 304001 301004 301007,4 wheeler Parking Charges Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,A 301,05-02-2026,NEFT recd agst bill no.134 dt.01.01.26,HDFCH00782732433,HDFC BANK, Saraswat Co-op. Bank - 152200100051919 ,101001,4769.00,,
ME-2025-0001547,301011 301003 301016 304005 301002 304004 304001 301004 301007,Education & Training Fund Electricity Charges Insurance Charges Legal Fund Maintenance Charges Repair & Maintenance Painting Fund Sinking Fund Water Charges Non Occupancy Charges,A 101,06-02-2026,UPI recd agst bill no.128 dt.01.01.26,603726518622,ICICIBANK, Saraswat Co-op. Bank - 152200100051919 ,101001,3269.00,,
